candidate_id,geo_id,period,first_date,last_date,aligned_observation_count,mortgage_observation_count,structural_median_sale_price_change,structural_median_sale_price_pct_change,mortgage_rate_change,payment_burden_change,price_to_income_change,payment_burden_changes_while_structural_price_slow,payment_burden_price_to_income_distinct_aligned,affordability_materiality_review_flag,payment_burden_price_to_income_not_distinct_flag,shock_suppression_trigger
price_family_ma9_structural_linked,charles_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,charlottesville_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,charlottesville_va_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,chesapeake_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,chesterfield_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,chico_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,clarke_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,clearlake_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,colonial_heights_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,contra_costa_county_ca__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,craig_county_va__county,mortgage_rate_affordability_shock,,,0,32,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,crescent_city_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,culpeper_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,cumberland_county_nj__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,cumberland_md_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,danville_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,danville_va_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,del_norte_county_ca__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,dinwiddie_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,district_of_columbia__state,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,district_of_columbia_dc__county,mortgage_rate_affordability_shock,2022-01-31,2024-12-31,36,36,-11000.0,-0.0162337662337662,3.2699999999999996,-0.0147088181066818,0.9983628965604934,False,True,True,False,True
price_family_ma9_structural_linked,dorchester_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,easton_md_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,el_centro_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,el_dorado_county_ca__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,essex_county_nj__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,eureka_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,fairfax_city_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,fairfax_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,falls_church_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,fauquier_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,fluvanna_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,franklin_city_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,franklin_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,frederick_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
